created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Jan 07 23:50:00 +0000 2024;1744144383065153930;"Promosi RI di Dunia, Ganjar Mau Pakai Viralisme dan Teknologi Digital #GanjarMahfud #GanjarPranowo #GerakCepat #MahfudMD #IndonesiaUnggul #Indonesialebihbaik #GanjarMahfud2024 #DebatCapres  https://t.co/ohKWPUeGJ4";0;0;0;0;in;39074801;1744144383065153930;TPNGanjarMahfud;https://twitter.com/TPNGanjarMahfud/status/1744144383065153930
Sun Jan 07 23:49:42 +0000 2024;1744144309291794569;"Seorang prajurit TNI, Sertu Afriadi, gugur ditembak kelompok kriminal bersenjata (KKB) Papua di Distrik Taganombak, Kabupaten Puncak Jaya, Papua Pegunungan. Jenazah saat ini masih dalam proses evakuasi.  ___ #StopDukungKSTPapua Blunder Wowo Megawati  #DebatCapres Omon Arsenal https://t.co/kmUG1DDFJY";3;5;11;12;in;1272953532535062529;1744144309291794569;Saodah1234;https://twitter.com/Saodah1234/status/1744144309291794569
Sun Jan 07 23:49:38 +0000 2024;1744144290459344949;"Ingin bikin event?   Pakai Undangin yuk untuk berbagai acaramu cocok banget nih  Hubungi https://t.co/2V1a5qIAlo  untuk tanya tanya yaa   #DebatCapres https://t.co/PevM0jAdPJ";0;0;0;0;in;1251741063024238593;1744144290459344949;fajarwahyu999;https://twitter.com/fajarwahyu999/status/1744144290459344949
Sun Jan 07 23:49:25 +0000 2024;1744144238479372374;"Debat kemarin seru. Tapi sangat disayangkan, serangan yang dilontarkan ke Menhan pak Wowo sangat nggak etis. Lebih kearah kualitas rendah, sok pintar, dan lupa diri. LET HIM COOK daripada hanya omon lalu blunder. #DebatCapres";1;0;0;0;in;1325448360405344256;1744144238479372374;haloswant;https://twitter.com/haloswant/status/1744144238479372374
Sun Jan 07 23:49:21 +0000 2024;1744144218640257365;"Dari sini sudah ketahuan siapa yang lebih pantas menjadi presiden #DebatCapres https://t.co/mChlN5m5ZO";0;0;0;0;in;1561549588946792448;1744144218640257365;Fikri0fficial10;https://twitter.com/Fikri0fficial10/status/1744144218640257365
Sun Jan 07 23:48:09 +0000 2024;1744143919183761758;"Makin bingung milih siapa #DebatCapres";0;0;0;0;in;876314033338556416;1744143919183761758;byunbhwang;https://twitter.com/byunbhwang/status/1744143919183761758
Sun Jan 07 23:48:03 +0000 2024;1744143894814814495;"dengan melihat #DebatCapres selamat koya sdh tau karakter seseorang mana yg baik dan mana yg tidak baik.";0;0;0;0;in;3220997011;1744143894814814495;Anaxangels86;https://twitter.com/Anaxangels86/status/1744143894814814495
Sun Jan 07 23:47:39 +0000 2024;1744143794256453820;"Selamat pagi warga X-land,gmn selesai  nonton debat smlm ❓  ⏩masih deg"an?  ⏩Sesak nafas ?  ⏩Jantungan?  ⏩ikut kebawa emosi  ?  ⏩......   ANIES ROCKS DEBAT CAPRES #DebatCapres #Anies2ndStage #HwaitingAbahAnies https://t.co/ZEBaZbU4hW";0;0;0;2;in;1730792710368591872;1744143794256453820;_samimawon;https://twitter.com/_samimawon/status/1744143794256453820
Sun Jan 07 23:47:35 +0000 2024;1744143777705673210;"SUASANA NOBAR CAPRES PENDUDUK NOMOR URUT 2  Beginilah suasana saat nobar debat Capres ke dua para pendukung nomor urut dua, Minggu, 7 Januari 2024.  #debatcapres #pandeglangnews  #promedia #pemilu2024 https://t.co/HqIWKsmOIL";0;0;0;0;in;1443714411944759296;1744143777705673210;pandeglan9news;https://twitter.com/pandeglan9news/status/1744143777705673210
Sun Jan 07 23:47:09 +0000 2024;1744143668397940885;"Hasil AS Roma vs Atalanta: Giallorossi Hanya Petik Hasil Imbang https://t.co/Kx2kev5ak9 #beritasatu #debatcapres2024 #debatcapres";0;0;0;0;in;154102750;1744143668397940885;Beritasatu;https://twitter.com/Beritasatu/status/1744143668397940885
Sun Jan 07 23:46:49 +0000 2024;1744143584964530530;"What’s your thoughts on this?  #amici23 #bbtvi #BoycottMaldives #BycottMaldives #DebatCapres #FAILACOOKATHON #TBJoshua  https://t.co/LBaur5kZfY";0;0;0;0;en;1079397447087071232;1744143584964530530;iammokblaze;https://twitter.com/iammokblaze/status/1744143584964530530
Sun Jan 07 23:45:54 +0000 2024;1744143352373895518;"Hallo! yg nonton #debatcapres2024 , kalau mau nulis soal blunder #DebatCapres bisa gabung di Jurnalistika Community ya, bisa juga nulis soal Paslon 1,2,3 atau wowo, El Chudai, nyebokin, Let Him Cook, Nyerang atau bahkan Omon  Mnariknya adlah, nulis bisa dpat duit. Ini buktinya https://t.co/hXsJkRqJbC";0;1;0;0;in;1056967478478159872;1744143352373895518;lamboroada;https://twitter.com/lamboroada/status/1744143352373895518
Sun Jan 07 23:45:38 +0000 2024;1744143287022493830;"STY nyuruh Pep Guardiola belajar jadi pelatih lagi.   #DebatCapres";0;1;0;0;in;1334830851037646848;1744143287022493830;Hilmy29288894;https://twitter.com/Hilmy29288894/status/1744143287022493830
Sun Jan 07 23:45:18 +0000 2024;1744143199948714495;"Tawa Erick Thohir dan penonton nobar debat capres saat Prabowo singgung Anies hanya "omon, omon, omon".   #fokusrembang #promedia #debatcapres #prabowo https://t.co/JvLyo5G2Rb";0;1;0;1;in;1725144777497403392;1744143199948714495;fokus_rembang;https://twitter.com/fokus_rembang/status/1744143199948714495
Sun Jan 07 23:44:14 +0000 2024;1744142933752967667;"All in prabowo teteppp #DebatCapres";0;1;0;0;in;482016911;1744142933752967667;AlviaAD;https://twitter.com/AlviaAD/status/1744142933752967667
Sun Jan 07 23:43:59 +0000 2024;1744142870368698670;"#DebatCapres kalo modelan para capresnya begini mah bakal makin banyak yang golput 😪";0;0;0;0;in;1585294372332924928;1744142870368698670;nugrohodc2212;https://twitter.com/nugrohodc2212/status/1744142870368698670
Sun Jan 07 23:43:41 +0000 2024;1744142796393697776;"Begini jawaban Anji dan Wika Salim saat ditanya mengenai Prabowo.  #fokusrembang #promedia #debatcapres #prabowo https://t.co/PS1uGO6LIF";0;1;0;1;in;1725144777497403392;1744142796393697776;fokus_rembang;https://twitter.com/fokus_rembang/status/1744142796393697776
Sun Jan 07 23:43:41 +0000 2024;1744142795223474549;"Setelah #DebatCapres ini tunggu berapa hari akan ada survey muncul dengan nilai  01 = 18 % 02= 59 % 03= 22 %  Sisanya belum menjawab  Dan prabowo dinobatkan jadi Presiden Survei Saja https://t.co/pS071zxrqC";0;1;0;0;in;74124986;1744142795223474549;AhlisWae;https://twitter.com/AhlisWae/status/1744142795223474549
Sun Jan 07 23:43:29 +0000 2024;1744142742299852828;"Pak Prabowo Tampil Cemerlang meskipun digempur oleh Paslon 1 dan 3, tetap terkontrol dan lugas menjawab. Keren pokoknya dah....  Kira-kira pilihanmu jatuh ke siapa? Mas Erick sepertinya juga seru-seruan ni...  #promedia #debatcapres #prabowo https://t.co/w6AvC5ImS0";0;2;0;1;in;1731510534644883456;1744142742299852828;Nolmeter_com;https://twitter.com/Nolmeter_com/status/1744142742299852828
Sun Jan 07 23:41:15 +0000 2024;1744142182741839947;"OIKN akan melakukan groundbreaking tahap 3 pd 20-21 Des 2023. Hal itu dilakukan usai OIKN berhasil mengantongi 328 LOI  per 15 Des 2023 dgn 55%-nya merupakan investor domestik yg fokus dlm pembangunan sektor sumbu kebangsaan.   #DebatCapres haechan Arsenal Blunder Mamat Megawati https://t.co/E3Rm588cRw";1;2;9;11;in;1478633743019495425;1744142182741839947;Indones1aku;https://twitter.com/Indones1aku/status/1744142182741839947
Sun Jan 07 23:40:44 +0000 2024;1744142051619545192;"Sederet artis dan selebgram pendukung paslon Prabowo-Gibran ikut nobar debat capres.  #fokusrembang #promedia #debatcapres #prabowo https://t.co/6MMg75D1gk";0;0;0;1;in;1725144777497403392;1744142051619545192;fokus_rembang;https://twitter.com/fokus_rembang/status/1744142051619545192
Sun Jan 07 23:40:15 +0000 2024;1744141929343078410;"Kalah debat, gak bisa jelaskan, ngajak ngopi …?! #Nalar etika!  ANIES ROCKS DEBAT CAPRES #DebatCapres  https://t.co/TnAuVUQQTE";2;4;20;52;in;129750289;1744141929343078410;ZAEffendy;https://twitter.com/ZAEffendy/status/1744141929343078410
Sun Jan 07 23:40:15 +0000 2024;1744141929166918118;"Respon Anies dan Prabowo soal tak saling salaman usai debat. #DebatCapres https://t.co/qqacgnIl9l";3;14;30;92;in;719725925215170561;1744141929166918118;marlina_idha;https://twitter.com/marlina_idha/status/1744141929166918118
Sun Jan 07 23:40:00 +0000 2024;1744141866407235791;"Momen Romantis Siti Atikoh Peluk Ganjar Usai Debat Capres #GanjarMahfud #GanjarPranowo #GerakCepat #MahfudMD #IndonesiaUnggul #Indonesialebihbaik #GanjarMahfud2024 #DebatCapres  https://t.co/nktSpswX3r";0;1;0;0;in;39074801;1744141866407235791;TPNGanjarMahfud;https://twitter.com/TPNGanjarMahfud/status/1744141866407235791
Sun Jan 07 23:39:53 +0000 2024;1744141836971880628;"#DebatCapres makin capek liat cemua capres cawapres dan seluruh dramanya. cepetan pemilihan deh, biar kelar drama saling sikut ini. pengen segera bersihin fyp dari aksi saling menjatuhkan.";0;0;0;1;in;834119038380826624;1744141836971880628;forwonz;https://twitter.com/forwonz/status/1744141836971880628
Sun Jan 07 23:39:47 +0000 2024;1744141814129426609;"Ganjar  Tak Ada Toleransi Terhadap Kecelakaan Alutsista…….Anak Prajurit Wajib Diberi Bea Siswa https://t.co/hMRdhC8NLd #alutsista #debatcapres #ganjar";0;1;0;0;in;259697516;1744141814129426609;TubasMediaCom;https://twitter.com/TubasMediaCom/status/1744141814129426609
Sun Jan 07 23:39:45 +0000 2024;1744141806013739336;"Melalui UU Cipta Kerja, pemerintah memberikan banyak kemudahan bg UMK dlm menjalankan kegiatan usahanya Keistimewaan yg diberikan pd UMKM : 1.Kemudahan mendirikan PT 2.Dikecualikan dari ketentuan upah minimum 3.Penetapan besaran hak pekerja yg di PHK  #DebatCapres haechan Arsenal https://t.co/bb33TLHzZX";1;2;9;9;in;1478633743019495425;1744141806013739336;Indones1aku;https://twitter.com/Indones1aku/status/1744141806013739336
Sun Jan 07 23:39:32 +0000 2024;1744141749629661322;"Sebagian besar masyarakat Indonesia memang harus dituntun untuk bisa henguasai IPTEK. #prabowo #idncitizen #promedia #debatcapres https://t.co/NL4wxqgl5H";0;1;0;0;in;1702957163059257344;1744141749629661322;idn_citizen;https://twitter.com/idn_citizen/status/1744141749629661322
Sun Jan 07 23:39:05 +0000 2024;1744141635238392113;"Dukung Pemilu 2024 yang  Aman dan Damai  Semua pihak juga berkomitmen untuk mendukung Pemilu 2024 yang aman, tertib, damai, berintegritas, tanpa hoax, ujaran kebencian, politisasi SARA dan politik uang.  #DebatCapres haechan Arsenal Blunder Mamat Megawati https://t.co/lIrBREL3Fc";2;4;8;9;in;1009255291790036992;1744141635238392113;aiiptu;https://twitter.com/aiiptu/status/1744141635238392113
Sun Jan 07 23:38:59 +0000 2024;1744141612769505499;"KESERUAN ERICK THOHIR SAAT NOBAR CAPRES  Beginilah keseruan Erick Thohir saat nobar debat Capres ke dua Minggu, 7 Januari 2024.  #debatcapres #pandeglangnews  #promedia #pemilu2024 https://t.co/T8lY6b925C";0;0;0;0;in;1443714411944759296;1744141612769505499;pandeglan9news;https://twitter.com/pandeglan9news/status/1744141612769505499
Sun Jan 07 23:38:56 +0000 2024;1744141599029035049;"Indonesia siap suarakan keadilan bagi Palestina di hadapan Mahkamah Internasional  Menteri Luar Negeri Retno Marsudi mengatakan Indonesia siap menyuarakan keadilan bagi rakyat Palestina di hadapan Mahkamah Internasional (ICJ)  #DebatCapres haechan Arsenal Blunder Mamat Megawati https://t.co/F70zotjq2y";2;2;8;9;in;1009255291790036992;1744141599029035049;aiiptu;https://twitter.com/aiiptu/status/1744141599029035049
Sun Jan 07 23:38:48 +0000 2024;1744141566560936424;"Surat Minat Investasi di IKN Mencapai 328 Komitmen  "Dari total 328 LoI sebagian besar masih bersifat domestik. Namun, 45 persen menunjukkan minat dari investor asing," ujar Agung  #DebatCapres haechan Arsenal Blunder Mamat Megawati https://t.co/Pn2nMHayKz";3;2;8;9;in;1009255291790036992;1744141566560936424;aiiptu;https://twitter.com/aiiptu/status/1744141566560936424
Sun Jan 07 23:38:25 +0000 2024;1744141471140450393;"Berita hoaks dan disinformasi msh berpotensi terjadi pd penyelenggaraan Pemilu 2024.KPU berupaya beragam cara mengatasi hal ini baik melalui pemanfaatan teknologi informasi maupun sinergi dgn berbagai mcm pemangku kepentingan  #DebatCapres haechan Arsenal Blunder Mamat Megawati https://t.co/iwpmmanln1";2;2;8;12;in;1478633743019495425;1744141471140450393;Indones1aku;https://twitter.com/Indones1aku/status/1744141471140450393
Sun Jan 07 23:37:29 +0000 2024;1744141236217491505;"Pengecekan DPT secara online ini dapat dilakukan melalui laman https://t.co/l3V9T6pfJq selanjutnya muncul Pencarian Data Pemilih dan Pemilu 2024.   Aktif mencari tahu prosedur sebagai DPT jangan sampai kehilangan suara!  ___  #DebatCapres haechan Arsenal Blunder Mamat Megawati https://t.co/KRpSoaoSx4";1;3;11;12;in;1272953532535062529;1744141236217491505;Saodah1234;https://twitter.com/Saodah1234/status/1744141236217491505
Sun Jan 07 23:37:24 +0000 2024;1744141214763594073;"Sinergitas KPU dan Media Wujudkan Zero Hoax Pemilu 2024  Mari kita bersama mewujudkan pemilu yang damai dengan mensosialisasikan kepada masyarakat bahwa hoaks berbahaya.  #DebatCapres haechan Arsenal Blunder Mamat Megawati https://t.co/aiU7j8n1C3";1;2;9;9;in;1290494259791933443;1744141214763594073;rasa2086;https://twitter.com/rasa2086/status/1744141214763594073
Sun Jan 07 23:37:16 +0000 2024;1744141180122923041;"Keistimewaan Usaha Mikro dan Kecil Pasca UU Cipta Kerja  Melalui UU Cipta Kerja, pemerintah memberikan banyak kemudahan bagi UMK dalam menjalankan kegiatan usahanya.  Apa saja kemudahan yang diberikan itu? Simak infografis berikut ya!  #DebatCapres haechan Arsenal Blunder Mamat https://t.co/pi5brRqrNk";2;2;8;9;in;1290494259791933443;1744141180122923041;rasa2086;https://twitter.com/rasa2086/status/1744141180122923041
Sun Jan 07 23:36:56 +0000 2024;1744141094542262546;"IKN Wujudkan Tata Kelola Pemerintahan yang Efisien dan Transparan dengan Smart Governance  Konsep Smart Governance adalah sistem pemanfaatan teknologi informasi dan komunikasi untuk membuat tata kelola pemerintahan yang efektif  #DebatCapres haechan Arsenal Blunder Mamat Megawati https://t.co/SaqTmkhJmQ";2;2;8;9;in;1290494259791933443;1744141094542262546;rasa2086;https://twitter.com/rasa2086/status/1744141094542262546
Sun Jan 07 23:34:54 +0000 2024;1744140585873920172;"PENGETAHUAN SELEBRITIS TETANG PRABOWO  Beginilah keseruan para selebritis pendukung Paslon nomor urut 2 saat nobar debat Capres ke dua Minggu, 7 Januari 2024.  #debatcapres #pandeglangnews  #promedia #pemilu2024 https://t.co/Jb4GX91wYQ";0;0;0;0;in;1443714411944759296;1744140585873920172;pandeglan9news;https://twitter.com/pandeglan9news/status/1744140585873920172
Sun Jan 07 23:34:40 +0000 2024;1744140526377742771;"Saya rasa,  Langkah Abah Anies dg me-roasting keras salah Pak Prabowo langsung di pembukaan pada #DebatCapres semalam adalah manuver yg sangat tepat!  Bisa dilihat, hingga selesai Pak Prab terlihat tidak fokus dan nampak kesusahan meng-counter serangan 2 paslon lain.";0;0;0;1;in;1208219169889501185;1744140526377742771;haris__amrullah;https://twitter.com/haris__amrullah/status/1744140526377742771
Sun Jan 07 23:33:58 +0000 2024;1744140349155471439;"Why is Israel always above the law to the point of using internationally banned weapons such as white phosphorus and light bombs on whomever it wants and wherever it wants? Civilians, casualties and wounded do not matter. What matters is what Israel wants. #DebatCapres #แอมมี่ https://t.co/1mdtIzjL1R";0;0;0;0;en;1725885824716177408;1744140349155471439;ShireenEsa90311;https://twitter.com/ShireenEsa90311/status/1744140349155471439
Sun Jan 07 23:33:44 +0000 2024;1744140291706339526;"Pak Erick Thohir Lagi Nobar Debat Capres Ketiga. #erickthohir #idncitizen #promedia #debatcapres https://t.co/tvkBPIeQ2h";0;0;0;0;in;1702957163059257344;1744140291706339526;idn_citizen;https://twitter.com/idn_citizen/status/1744140291706339526
Sun Jan 07 23:33:21 +0000 2024;1744140192410386471;"Presiden Joko Widodo (Jokowi) kembali membuka lowongan Calon Aparatur Sipil Negara (CASN/CPNS) dengan total formasi 2,3 juta di tahun ini. Di mana, dari jumlah tersebut 690 ribu dikhususkan untuk lulusan baru atau fresh graduate.  ___ #DebatCapres haechan  Arsenal Blunder Mamat https://t.co/okjl5Oiirg";3;3;8;10;in;1272953532535062529;1744140192410386471;Saodah1234;https://twitter.com/Saodah1234/status/1744140192410386471
Sun Jan 07 23:33:11 +0000 2024;1744140150341529781;"Ivan Gunawan Heran Kena Tegur KPI Terkait Penampilannya di Acara Brownies https://t.co/YujVsUPdP6 #beritasatu #debatcapres2024 #debatcapres";0;0;0;0;in;154102750;1744140150341529781;Beritasatu;https://twitter.com/Beritasatu/status/1744140150341529781
Sun Jan 07 23:32:49 +0000 2024;1744140058071105766;"Galau?? Solusinya ya nonton #DebatCapres biar emosi naik turun ilang galaunya ahahaha Nonton Kiky Ate ngeroasting paslon 01 di Re•Solusi Indonesia kemaren, suntuk gua ilang awokwokwok";0;0;0;0;in;1525729747115835392;1744140058071105766;wijayaaksmaa;https://twitter.com/wijayaaksmaa/status/1744140058071105766
Sun Jan 07 23:32:30 +0000 2024;1744139982225449006;"OIKN Nusantara Agung Wicaksono mengumumkan jumlah surat minat investasi atau letter of intent (LoI) di IKN telah mencapai 328. Jumlah sebanyak itu mayoritas berasal dari investor dalam negeri.  #DebatCapres haechan Arsenal Blunder Mamat Megawati https://t.co/BS3ooqq1qd";2;3;8;9;in;2907040202;1744139982225449006;Anggita_lung;https://twitter.com/Anggita_lung/status/1744139982225449006
Sun Jan 07 23:32:10 +0000 2024;1744139894438695185;"@Nikmatul_Sg Ini ngapa dahhhhh... Nyadar gak sih ini #DebatCapres, bukan debat kandang sendiri.  Kalo emang panik  #GanjarMahfudM3nangDebat, mending dr awal gosah ikut debat. Bener2 gak ada lg etik, bawaannya emosi nyerang mulu. Rese bener...  Cuma No 3 #GanjarMahfud2024 paling paten 🤟";0;0;0;0;in;1723622771069267968;1743962996320440660;Babon541617;https://twitter.com/Babon541617/status/1744139894438695185
Sun Jan 07 23:31:44 +0000 2024;1744139788356309089;"@kiki_daliyo Momen pak Ganjar TKO Prabowo. #GanjarMahfud2024  #GanjarMahfudM3nangDebat #DebatCapres  Prabowo terlihat gugup saat mendapat pertanyaan dari Ganjar soal pengadaan alutsista. Di sisi lain pertanyaan yang diajukan Ganjar yang jelas menggunakan data malah dianggap keliru.";0;0;0;0;in;1723627225440985088;1743961813501579745;Junaedi78427868;https://twitter.com/Junaedi78427868/status/1744139788356309089
Sun Jan 07 23:31:15 +0000 2024;1744139664670523567;"@kiki_daliyo Jawaban Prabowo ngawur, itupun malah jadi blunder. Jadi Menhan aja ga becus, kok mau jadi presiden.😝  Pak Ganjar yg cuma mantan Gub malah lebih paham dari yg ngakunya lebih TNI dari TNI. Top GAN 👍 #GanjarMahfud2024  #GanjarMahfudM3nangDebat #DebatCapres";0;0;0;0;in;1723617096461156352;1743961813501579745;Jueita17246;https://twitter.com/Jueita17246/status/1744139664670523567
Sun Jan 07 23:31:08 +0000 2024;1744139636405088665;"@CNNIndonesia Ketika MENTAL kena akhirnya jd nkong selonong, Berharap di hargai karena UMUR Dan SENIORITAS. #DebatCapres";0;0;0;0;in;764017933;1744027470939185181;m_sanusi_red20;https://twitter.com/m_sanusi_red20/status/1744139636405088665
Sun Jan 07 23:30:51 +0000 2024;1744139566741889091;"KPU meminta masyarakat  melindungi hak pilihnya di Pemilu 2024 dg memastikan namanya sdh tertera di daftar pemilih tetap (DPT). Yaitu melalui situs KPU atau https://t.co/lrIKSS6GWf atau bisa akses langsung ke https://t.co/lmLPdF7ovT.   #DebatCapres haechan Blunder Mamat Megawati https://t.co/4Xhpuy1N11";3;2;5;7;in;1153460550;1744139566741889091;AlshaibaShihab;https://twitter.com/AlshaibaShihab/status/1744139566741889091
Sun Jan 07 23:30:42 +0000 2024;1744139527307022769;"Indonesia siap menyuarakan keadilan bagi rakyat Palestina di hadapan Mahkamah Internasional (ICJ), yg akan menggelar sidang terkait gugatan yang diajukan Afrika Selatan atas dugaan kejahatan genosida Israel di Gaza.  #DebatCapres haechan Arsenal Blunder Mamat Megawati https://t.co/kjyflRKzze";1;2;7;9;in;1153460550;1744139527307022769;AlshaibaShihab;https://twitter.com/AlshaibaShihab/status/1744139527307022769
Sun Jan 07 23:30:31 +0000 2024;1744139482117616098;"IKN Nusantara dibangun sbg kota cerdas dg tata kelola pemerintahan yg efisien dg konsep Smart Governance. Yaitu sistem yg membuat tata kelola pemerintahan efektif, transparan, mudah diakses &amp  melibatkan partisipasi publik.  #DebatCapres haechan Arsenal Blunder Mamat Megawati https://t.co/GCoJx7zvrd";2;2;6;7;in;1153460550;1744139482117616098;AlshaibaShihab;https://twitter.com/AlshaibaShihab/status/1744139482117616098
Sun Jan 07 23:30:13 +0000 2024;1744139404292288885;"IKN Wujudkan Tata Kelola Pemerintahan yang Efisien dan Transparan dengan Smart Govermance. Masyarakat juga lebih mudah berpartisipasi dalam kebijakan, mengakses informasi, dan juga mengurus administrasi.  ___ #DebatCapres haechan Arsenal Blunder Mamat Megawati Wowo Omon https://t.co/EavWgAxulC";2;3;10;10;in;1272953532535062529;1744139404292288885;Saodah1234;https://twitter.com/Saodah1234/status/1744139404292288885
Sun Jan 07 23:30:00 +0000 2024;1744139350517125165;"Ganjar Pranowo: Kekuatan Pertahanan di Angkatan Siber Akan Kita Tingkatkan #GanjarMahfud #GanjarPranowo #GerakCepat #MahfudMD #IndonesiaUnggul #Indonesialebihbaik #GanjarMahfud2024 #DebatCapres  https://t.co/uJey6lLFko";0;0;0;0;in;39074801;1744139350517125165;TPNGanjarMahfud;https://twitter.com/TPNGanjarMahfud/status/1744139350517125165
Sun Jan 07 23:30:00 +0000 2024;1744139350290706942;"Prabowo Subianto menuturkan untuk menjadi negara makmur dan sejahtera pemerintah harus menjaga kekayaan alam dan mengelolanya sendiri.  🎥: Youtube/KPU RI  #PrabowoGibran2024 #DebatCapres #CariPresiden #nazarpemilu https://t.co/oM5C01gs0z";0;0;1;1;in;1471429821548752898;1744139350290706942;caritaucom;https://twitter.com/caritaucom/status/1744139350290706942
Sun Jan 07 23:29:23 +0000 2024;1744139197290828169;"Melalui UU Cipta Kerja, pemerintah memberikan banyak kemudahan bagi UMK dalam menjalankan kegiatan usahanya.  Kemudahan Pendirian PT untuk UMK dan Ketentuan Upah Minimum Terhadap Perusahaan Kecil.  #DebatCapres haechan Arsenal Blunder Mamat Megawati https://t.co/IPpcLdSVEz";1;2;9;9;in;2907040202;1744139197290828169;Anggita_lung;https://twitter.com/Anggita_lung/status/1744139197290828169
Sun Jan 07 23:27:59 +0000 2024;1744138844658892825;"#DebatCapres #debatcapres2024 https://t.co/gkhcKaX6ts";0;0;0;0;qme;1477081368387485696;1744138844658892825;AkbarAmirulla13;https://twitter.com/AkbarAmirulla13/status/1744138844658892825
Sun Jan 07 23:27:19 +0000 2024;1744138673988461000;"#DebatCapres wowo prabowo anies ganjar";0;0;0;0;in;1722371559657295872;1744138673988461000;erhaspe;https://twitter.com/erhaspe/status/1744138673988461000
Sun Jan 07 23:26:05 +0000 2024;1744138366474703105;"Peak boomer energy, when cornered, they attack back with throwing tantrums and running away  #DebatCapres";0;0;0;0;en;1682000593496449025;1744138366474703105;eyesoftiger1010;https://twitter.com/eyesoftiger1010/status/1744138366474703105
