created_at,username,full_text,indoBert Classification,indoBERT Classification score
Wed Feb 14 15:28:46 +0000 2024,9313Wak,selamat id amp ri suskses selenggara milu surat suara goib coblos nomer urut,netral,0.9877486824989319
Wed Feb 14 14:31:29 +0000 2024,KpuProvBengkulu,anggota kpu provinsi bengkulu alpin samsen hak pilih tps kota medan camat kota manna kabupaten bengkulu selatan rabu februari,netral,0.9975511431694031
Wed Feb 14 23:02:40 +0000 2024,MSNindonesia,link real count kpu ri lihat hasil hitung suara milu pilpres website resmi,netral,0.9977073669433594
Wed Feb 14 14:09:37 +0000 2024,inilahdotcom,capres nomor urut anies baswedan respons hasil quick count pilpres unggul paslon prabowo subiantogibran rakabuming anies tunggu hitung suara resmi kpu ri selesai tunggu,netral,0.994636595249176
Wed Feb 14 23:30:32 +0000 2024,syaharbanu_,jurdil metode rekapitulasi suara pakai beda banget qc web kpu kawal milu hatihati hitung bikin pks milu prabs kena tipu sujud syukur duluan hitung internal,negatif,0.9880478382110596
Wed Feb 14 23:43:21 +0000 2024,tribunkaltim,jadwal hasil milu sumpahjanji presiden wakil presiden,netral,0.9980819225311279
Wed Feb 14 16:42:40 +0000 2024,kpukebumen,id saksi live streaming konferensi pers kembang laksana pungut hitung suara tps milu rabu februari wib kanal youtube kpu ri,netral,0.9974091649055481
Wed Feb 14 23:08:16 +0000 2024,Radar_Cirebon,hasil real count kpu milu,netral,0.9973081350326538
Wed Feb 14 21:32:54 +0000 2024,SemutMerah2024,giring percaya qc id gantung,negatif,0.7285794019699097
Wed Feb 14 15:10:07 +0000 2024,kompascom,kpu mengeklaim situs resmi alam ratus juta serang siber pungut suara rabu,netral,0.9930493831634521
Wed Feb 14 18:58:56 +0000 2024,JoncyJonacta,milu nyata sah gagal id ri,negatif,0.7257113456726074
Wed Feb 14 10:47:32 +0000 2024,detikHealth,tugas kpu laku jemput suara milu door door pasien rscm jakarta,netral,0.9975088834762573
Wed Feb 14 14:54:12 +0000 2024,kompasiana,cek hasil hitung milu portal resmi komisi pilih kpu,netral,0.9981051683425903
Wed Feb 14 22:00:02 +0000 2024,okezonenews,afifuddin akses website kpu akses,netral,0.9621474742889404
Wed Feb 14 16:10:47 +0000 2024,sinjaikab,milu aman damai id,positif,0.7255688905715942
Wed Feb 14 11:24:53 +0000 2024,Dennysiregar7,website id down akses real count paksa mempercayai hasil quick count rupa sample real vote hmmm,negatif,0.995452880859375
Wed Feb 14 23:20:17 +0000 2024,kompasiana,pandu praktis pantau hasil milu akses cek real count kpu,netral,0.9968807697296143
Wed Feb 14 16:26:09 +0000 2024,rmol_id,kpu buka pungut suara susul tps,netral,0.9979331493377686
Wed Feb 14 23:23:30 +0000 2024,Siro_gane,resmi kpu maret tanggal maret nih wkwkwk,netral,0.6807470917701721
Wed Feb 14 18:46:05 +0000 2024,AlibArselan3,presiden ri kpu kemarin malam tidur nya nyenyak amin,positif,0.9874460697174072
Wed Feb 14 16:26:23 +0000 2024,polisiolahraga,denial lu tungguin tunggu hasil hitung kpu,negatif,0.9957964420318604
Wed Feb 14 23:31:07 +0000 2024,KompasTV,cek real count kpu milu pilpres pileg,netral,0.9979491829872131
Wed Feb 14 13:16:49 +0000 2024,officialinews_,ganjar tunggu hasil resmi kpu tanggap hitung cepat pilpres,netral,0.9981064796447754
Wed Feb 14 22:45:43 +0000 2024,tatisamhadi,pojok pilih exit poll quick count hitung resmi beda atur exit poll quick count milu beda hitung resmi kpu baca kompas,netral,0.9924752116203308
Wed Feb 14 16:17:27 +0000 2024,kompascom,ketua komisi pilih kpu hasyim asyari pilih suara tps potensi laksana pungut suara susul lt,netral,0.9917309880256653
Wed Feb 14 15:06:17 +0000 2024,kompascom,kpu gelar rapat pleno sikap kondisi kuala lumpur,netral,0.998219907283783
Wed Feb 14 23:22:55 +0000 2024,AlMaidah_54,id ri mainmain,negatif,0.9897488951683044
Wed Feb 14 23:10:28 +0000 2024,rmol_id,odgj solo coblos milu,netral,0.9968059062957764
Wed Feb 14 23:50:00 +0000 2024,officialinews_,kpu catat kait logistik milu,netral,0.9974381923675537
Wed Feb 14 17:39:34 +0000 2024,dinopattisdebby,daftar pilih dpt milu capai juta jiwa suara masuk juta eh prabowo langsung klaim menang deklarasi menang real kpu hasil lempar handuk,negatif,0.8849985003471375
Wed Feb 14 15:33:35 +0000 2024,unnesmenfess,teman ness bantu kawal milu website milu dot kpu dot id kalo teman cross check data masuk salah baca sistem utama suara hear up drastis cont,negatif,0.9559293389320374
Wed Feb 14 14:46:08 +0000 2024,kompascom,ketua komisi pilih kpu hasyim asyari surat suara pungut suara tps tukar lt,netral,0.9882545471191406
Wed Feb 14 16:11:21 +0000 2024,tribunkaltim,hasil real count kpu pilpres pileg link pantau akses,netral,0.9977278113365173
Wed Feb 14 16:45:07 +0000 2024,detikhot,foto nyeleneh komeng surat suara dewan wakil daerah dpd dapil jawa barat viral hasil quick count kpu wib hasil komeng bilang unggul banding kandidat,netral,0.5979906320571899
Wed Feb 14 12:13:35 +0000 2024,Beritasatu,muhammadiyah dukung paslon pilpres sabar tunggu kpu,netral,0.9976369142532349
Wed Feb 14 22:01:22 +0000 2024,rmol_id,pdip oposisi hasto kristiyanto tunggu hitung resmi kpu,netral,0.9975025057792664
Wed Feb 14 15:37:54 +0000 2024,karinakaarin,kawalpemilu gtgtgt kpu milu,netral,0.9921151995658875
Wed Feb 14 14:32:09 +0000 2024,kompascom,prabowo subianto dukung tunggu hasil resmi komisi pilih kpu,netral,0.9966753721237183
Wed Feb 14 23:36:24 +0000 2024,officialinews_,duga curang pilpres tunggu hasil kpu,netral,0.9401887059211731
Wed Feb 14 23:17:31 +0000 2024,hariankompas,capres pilpres anies baswedan ganjar pranowo hasil final hitung suara kpu,netral,0.997048556804657
Wed Feb 14 14:07:38 +0000 2024,kompascom,ketua kpu hasyim asyari surat suara tps kabupatenkota provinsi tukar,netral,0.997102677822113
Wed Feb 14 17:05:12 +0000 2024,rmol_id,pj gubernur sumut masyarakat tunggu hasil resmi rekapitulasi kpu,netral,0.998083233833313
Wed Feb 14 21:39:12 +0000 2024,officialinews_,anies baswedan kpu tuntas tugas hitung suara,netral,0.9972136616706848
Wed Feb 14 15:57:50 +0000 2024,withjohaseul,duduk indonesia kpu juta jiwa,netral,0.9960142374038696
Wed Feb 14 15:44:05 +0000 2024,kompascom,kpu persen data hasil hitung suara unggah tugas kpps sistem informasi rekapitupasi hitung suara sirekap,netral,0.9974722266197205
Wed Feb 14 14:55:36 +0000 2024,kompascom,kpu muncul nomor induk duduk cek daftar pilih dpt online salah input pilih fiktif,netral,0.9959409236907959
Wed Feb 14 17:31:54 +0000 2024,kompascom,sambang aniesmuhaimin jusuf kalla sepakat tunggu hitung kpu lt,netral,0.9979357719421387
Wed Feb 14 13:29:30 +0000 2024,CNNIndonesia,link cek real count kpu pantau hasil milu,netral,0.9979507327079773
Wed Feb 14 15:25:19 +0000 2024,infohots,curang milu,negatif,0.997105062007904
Wed Feb 14 13:33:08 +0000 2024,mediaindonesia,lembaga selenggara milu gelar proses pungut suara rabu februari,netral,0.9982048273086548
Wed Feb 14 16:19:35 +0000 2024,kumparan,quick count prabowogibran unggul anies dukung tunggu hasil resmi kpu,netral,0.9950096607208252
Wed Feb 14 15:27:10 +0000 2024,kumparan,tunggu hasil resmi kpu demokrasi indonesia jalan saudara kali prabowo,netral,0.7376483082771301
Wed Feb 14 20:36:21 +0000 2024,arifin34533,budget trilyunan server lot,negatif,0.9983202815055847
Wed Feb 14 10:57:04 +0000 2024,serambinews,tunggu hitung kpu selesai buruburu santai anies siar live kompas tv rabu anies milik rencana quick count lembaga survei rilis,netral,0.9745942950248718
Tue Feb 13 22:39:11 +0000 2024,Adhit_1909,h moga negeri pimpin,positif,0.9450521469116211
Tue Feb 13 22:37:35 +0000 2024,unitedredsid,pilih ngab,negatif,0.8205274939537048
Tue Feb 13 15:29:54 +0000 2024,Metro_TV,potensi curang milu nilai milu saksi special program channel youtube metrotvnews,netral,0.9970670342445374
Tue Feb 13 20:10:04 +0000 2024,KBRILondon,saksi live streaming hitung rekapitulasi suara milu inggris raya irlandia rabu februari gmt akun youtube kbri london tv,netral,0.9973829388618469
Tue Feb 13 20:33:03 +0000 2024,INAinToronto,notice ri,netral,0.9944150447845459
Tue Feb 13 23:47:41 +0000 2024,detikcom,jelang coblos calon presiden nomor urut mahfud md kondisi tenang solat subuh masjid diam sleman diy mahfud bilang tanah suci kampanye,netral,0.9889118671417236
Tue Feb 13 23:31:00 +0000 2024,alfamart,pov anggota kpps nurul lantik anggota kpps langsung franchise toko alfamart butuh tps sedia,netral,0.9146034121513367
Tue Feb 13 22:50:43 +0000 2024,BNNKabBanyumas,mari bersamasama cipta milu damai jujur adil ayo hak pilih tps februari pilih sesuai hati nurani,netral,0.7705720663070679
Tue Feb 13 23:45:10 +0000 2024,alfamart,selamat milu mari sukses milu tps hak suara pilih suara bangsa pesan albi golput ya sahabat,positif,0.8010332584381104
Tue Feb 13 23:50:00 +0000 2024,detikcom,pilih presiden pilpres pasang caprescawapres potensi putar syarat penuh milu langsung putar,netral,0.9956592321395874
Tue Feb 13 16:31:38 +0000 2024,nenasibaikhati,dosa masuk neraka valentine dosa balas buruk akhirat pilih nomer,negatif,0.9843643307685852
Tue Feb 13 22:36:42 +0000 2024,KontanNews,kontaners lupa tps buka jam suara indonesia,positif,0.7209420204162598
Tue Feb 13 23:36:50 +0000 2024,detikcom,tps ancam bau coblos wc kena tata letak lokal wc bilik suara halaman wc simpan kotak suara tugas celup tinta jari,netral,0.5136954188346863
Tue Feb 13 22:42:58 +0000 2024,lysavana1,takdir orang pimpin nasib bangsa tps hak suara kawal milu,netral,0.9687252044677734
Tue Feb 13 23:21:49 +0000 2024,IndonesiaInMelb,februari warga indonesia melbourne raya milu proses jalan lancar jarak pisah tanah air suara arti,netral,0.6614002585411072
Tue Feb 13 14:26:14 +0000 2024,suarakeadilan88,tolak provokasi cipta milu damai papua,netral,0.9688991904258728
Tue Feb 13 22:53:15 +0000 2024,pdntb_id,yuk guys bareng bang iju menang partai demokrat ntb coblos nomor partai demokrat,netral,0.9968807697296143
Tue Feb 13 22:24:31 +0000 2024,SudirmanAsun,kawan jakarta barat jakarta utara kep ribu mohon dukung suara konco mas gugun muhammad coblos partai buruh no urut,netral,0.9512637257575989
Tue Feb 13 22:57:26 +0000 2024,bolasaljucom,selamat salur aspirasi,netral,0.5873833894729614
Tue Feb 13 15:40:35 +0000 2024,validnewsid,yuk coblos pilih pimpin indonesia semarak pesta demokrasi hadir februari,netral,0.6152474284172058
Tue Feb 13 16:25:57 +0000 2024,Metro_TV,nonstop jam metro tv kawal titik negeri hadir informasi cepat rabu februari wib quick count wib,netral,0.988990306854248
Tue Feb 13 23:00:00 +0000 2024,pinterpolitik,biden jogetjoget,netral,0.8477225303649902
Tue Feb 13 22:33:00 +0000 2024,alfamart,belanja promo jsm alfamart biar hemat murah gopay ovo laku bayar periode februari,netral,0.9722508788108826
Tue Feb 13 17:58:27 +0000 2024,polrestubalpg,ayo tps februari pilih jaga bangsa mari wujud milu aman damai,netral,0.8141399025917053
Tue Feb 13 13:22:25 +0000 2024,banyupadmatangi,suara untai doa catat suara beli amplop bansos,netral,0.91413813829422
Tue Feb 13 22:45:00 +0000 2024,alfamart,spesial milu valentine promo super spesial jsm alfamart sahabat alfamart manja spesial milu valentine periode feb,positif,0.6942733526229858
Tue Feb 13 15:00:03 +0000 2024,pinterpolitik,yuk celupin tinta biru coblos ya,netral,0.9839888215065002
Tue Feb 13 23:58:24 +0000 2024,PolisiSukoharjo,apel gabung tni polri jaga kondusifitas kabupaten sukoharjo tenang milu dulur saklawase,netral,0.9932020306587219
Tue Feb 13 23:30:23 +0000 2024,CNNIndonesia,today is the day valentine nasib ri redi nyoblos gaes lapor lengkap,netral,0.9871416091918945
Tue Feb 13 16:00:02 +0000 2024,genflix_id,besok besok besok lupa hak suara milu hatihati serang fajar,netral,0.9283583760261536
Tue Feb 13 22:44:29 +0000 2024,BarantinRI,selamat pesta demokrasi februari yuk sukses hak pilih ya sobatq karimin,positif,0.6659870147705078
Tue Feb 13 23:58:07 +0000 2024,deskjabar,nyoblos yuk wisata ancol jakarta promo milu wisata sea world rp ribu,netral,0.9696682691574097
Tue Feb 13 22:56:04 +0000 2024,Lemp3r,mantra of the day pilih iba drama pepatah teliti tau sesal ayo tps hak pilih golput selamat pagi,negatif,0.8673084378242493
Tue Feb 13 23:08:47 +0000 2024,BorneoSMR,selamat raya pesta demokrasi republik indonesia pergi tps hak pilih a n ya a l a,netral,0.9412588477134705
Tue Feb 13 23:48:00 +0000 2024,POLRESBYL,aman kawal distribusi logistik milu polisi sektor ngemplak boyolali tuju milu,netral,0.9970044493675232
Tue Feb 13 22:24:53 +0000 2024,sweetyschon,morning guys bismillah ya selamat demokrasi golput,netral,0.655249834060669
Tue Feb 13 22:41:40 +0000 2024,hum_initiative,milu milik hubung erat agenda manusia loh yuk bahas,netral,0.8270726203918457
Tue Feb 13 23:32:13 +0000 2024,kejariacehbesar,senin februari kajari aceh wakil kasubbag bina forkopimda aceh laksana panen raya padi lanud kababuapten aceh ri aceh acehbesar,netral,0.9952463507652283
Tue Feb 13 23:34:31 +0000 2024,kejariacehbesar,senin februari jpu kejar aceh laksana serah terima orang sangka barang bukti tahap ii hadap perkara t pidana seludup manusia people smugling ri aceh acehbesar,netral,0.994695246219635
Tue Feb 13 15:17:44 +0000 2024,KompiZombie,zombiefreaks lupa besok hak suara tps ya,netral,0.9947161078453064
Tue Feb 13 23:27:56 +0000 2024,kejariacehbesar,senin februari kajari aceh damping kasih intel staff vicon jagung arah pantau posko milu ri aceh acehbesar,netral,0.997869610786438
Tue Feb 13 23:23:14 +0000 2024,kejariacehbesar,senin februari kajari aceh pj bupati kapolres aceh lepas distribusi logistik milu pulo aceh kab aceh ri aceh acehbesar,netral,0.9962448477745056
Tue Feb 13 15:05:36 +0000 2024,TriAndry,adakan tanggal februari singkat,netral,0.9856950640678406
Tue Feb 13 16:09:49 +0000 2024,ulfija,vibes tuju besok tuh kayak vibes lebaran gue excited pilih baju excited nontonin antusiasme orang excited cari diskon milu choose wisely gengs,positif,0.9858453273773193
Tue Feb 13 23:58:45 +0000 2024,PolisiSukoharjo,potret aman milu wakapolres kompol pariastutik kasih propam cek personil aman gudang logistik ppk bendosari jalan sesuai sop aman dulur saklawase,netral,0.9875240325927734
Tue Feb 13 21:50:33 +0000 2024,excellkusuma,anak rantau nyoblos tps ya jam siang presidenya denga catat bawa ktp kertas suara coba deh kali suara arti salah pimpin guys,negatif,0.864033579826355
Tue Feb 13 17:42:04 +0000 2024,an99ik,nyoblos ngaruh suara yg ngaruh koar bayar retorika bayar milu entar habis milu ya business as usual,negatif,0.9894854426383972
Tue Feb 13 21:38:58 +0000 2024,ebolisme,presiden pilih kalo pengin beli roti macan war,negatif,0.5131410956382751
Tue Feb 13 15:51:15 +0000 2024,TriAndry,syukur serang fajar tim sukses paslon amp caleg arti target market,negatif,0.9187219142913818
Tue Feb 13 22:42:43 +0000 2024,himouwnt,its the presidential election day come on indonesians hak suara golput,netral,0.9739851951599121
Tue Feb 13 23:08:31 +0000 2024,banggavann,indonesia pilih,netral,0.9840167760848999
Tue Feb 13 23:56:50 +0000 2024,CNNIndonesia,capres pakai hak pilih tps rumah hambalang bogor rabu,netral,0.9979029893875122
Tue Feb 13 23:48:06 +0000 2024,CNNIndonesia,capres pakai hak suara tps lokasi diam lebak bulus jakarta selatan,netral,0.9979850053787231
Tue Feb 13 22:30:42 +0000 2024,zahraislamiyati,tenang pagi nyoblos,negatif,0.9858437776565552
Tue Feb 13 06:18:48 +0000 2024,_rakyatmerdeka,bawa tps tanggal februari,netral,0.9939848780632019
Tue Feb 13 16:00:50 +0000 2024,hzzzalll,buah undang,netral,0.8287987112998962
Tue Feb 13 12:49:16 +0000 2024,SemenjanaPG,drama babak exit poll,netral,0.8581053614616394
Tue Feb 13 17:04:23 +0000 2024,abang_regar,beda pilih ayo tps,netral,0.6926276087760925
Tue Feb 13 11:43:26 +0000 2024,KaylaFashy,peran langsung jujur adil,netral,0.7341554164886475
Tue Feb 13 17:00:00 +0000 2024,anthonysimo2,besok awas suara andawaspada,netral,0.8505728244781494
Tue Feb 13 02:11:08 +0000 2024,merisna15,yuk guys cek cek,netral,0.9959652423858643
Tue Feb 13 05:41:54 +0000 2024,acul_sw,pilih,netral,0.4780137538909912
Tue Feb 13 10:08:23 +0000 2024,Nharyanti15,lihat track record prestasi dimilikin paslon pilih ku jatuh paslon orang cerdas biar jahat hadir,positif,0.9025564789772034
Tue Feb 13 08:23:59 +0000 2024,video_tribun,exit poll negeri saji data ganjarmahfud menang bawaslu aneh hitung selengkapnyagtgt,netral,0.9818976521492004
Tue Feb 13 03:16:41 +0000 2024,bne_w,kriteria timbang pilih presiden besok bingung,netral,0.95320063829422
Tue Feb 13 10:46:53 +0000 2024,TajukPolitik,persen prabowogibran putar tanggap der tulis kolom komentar ya,netral,0.9927883744239807
Tue Feb 13 06:36:59 +0000 2024,RamosPurba,dasar video lembar c kwk hilang gaeess lokasi distrik yagai paniai papua moga id solusi semangat,netral,0.7889255285263062
Tue Feb 13 15:01:27 +0000 2024,kumparan,ya tanggap capres cawapres timses paslon film dirty vote simak informasi,netral,0.995186984539032
Tue Feb 13 13:13:48 +0000 2024,SeputariNews,tinggal masyarakat indonesia hak suara pilpres simak tata coblos yld,netral,0.9969006776809692
Tue Feb 13 15:47:57 +0000 2024,remaja_jaja,indonesia raya pilih integritas,netral,0.5457974076271057
Tue Feb 13 14:01:00 +0000 2024,suaradotcom,anies besok pagi nyoblos markas timnas amin,netral,0.9893400073051453
Tue Feb 13 10:40:20 +0000 2024,remaja_jaja,pimpin pergi pimpin pergi,netral,0.6007323265075684
Tue Feb 13 15:14:30 +0000 2024,Metro_TV,titi maju kualitas milu kali milu saksi special program channel youtube metrotvnews,netral,0.9816562533378601
Tue Feb 13 16:40:18 +0000 2024,unitedattackID,ndang milu ndang wes besok lupa nyoblos pilih insyaallah pilih sungguh pimpin negara hati,positif,0.8545554876327515
Tue Feb 13 17:05:04 +0000 2024,Metro_TV,kpu id nilai melempem galak awas hadap langgar milu masuk fakta saksi special program channel youtube metrotvnews,netral,0.9611473679542542
Tue Feb 13 11:40:57 +0000 2024,lensaRTV,rebut diskon tinta ungu milu bawa nyoblos besok oh ya lho posting seru tps tag cus,positif,0.6174954175949097
Tue Feb 13 11:04:31 +0000 2024,gtlo_antara,tinggal pantau hasil hitung cepat milu lembaga survei nasional februari,netral,0.9966758489608765
Tue Feb 13 22:25:55 +0000 2024,zahraislamiyati,pagi nyoblos nyoblos,negatif,0.979119598865509
Tue Feb 13 15:59:11 +0000 2024,faridofanani96,ngeringeri kubu goreng isu,netral,0.9674133062362671
Tue Feb 13 22:45:00 +0000 2024,holopiscom,caprescawapres tps nyoblos cek lokasi yuk sobat holopis coblos valentine tweet,netral,0.994479775428772
Tue Feb 13 14:56:11 +0000 2024,RianEkkyP,mending putar putar,negatif,0.7583072185516357
Tue Feb 13 09:32:45 +0000 2024,deskjabar,puncak milu salah coblos surat suara simak resmi kpu,netral,0.9969712495803833
Tue Feb 13 11:09:02 +0000 2024,PR_Kuningan,presiden jokowi negara nyoblos tps gambir undang langsung ketua kpps,netral,0.9980646967887878
Tue Feb 13 23:30:12 +0000 2024,agushamonangan,putar putar,netral,0.9860495924949646
Tue Feb 13 06:00:11 +0000 2024,JonesArdiansya,damai milu,positif,0.9655765891075134
